"time_value","geo_value_fullname","fips","value"
2021-05-22,"South Carolina","45",40
2021-05-22,"South Dakota","46",7
2021-05-22,"Tennessee","47",92
2021-05-22,"Texas","48",251
2021-05-22,"Utah","49",17
2021-05-22,"Vermont","50",2
2021-05-22,"Virginia","51",76
2021-05-22,"Washington","53",53
2021-05-22,"West Virginia","54",28
2021-05-22,"Wisconsin","55",37
2021-05-22,"Wyoming","56",7
2021-05-22,"New York","36",200
2021-05-22,"US","US",3238
2021-05-29,"Alabama","01",34
2021-05-29,"Alaska","02",5
2021-05-29,"Arizona","04",47
2021-05-29,"Arkansas","05",16
2021-05-29,"California","06",144
2021-05-29,"Colorado","08",62
2021-05-29,"Connecticut","09",16
2021-05-29,"Delaware","10",7
2021-05-29,"District of Columbia","11",5
2021-05-29,"Florida","12",242
2021-05-29,"Georgia","13",85
2021-05-29,"Hawaii","15",7
2021-05-29,"Idaho","16",19
2021-05-29,"Illinois","17",132
2021-05-29,"Indiana","18",70
2021-05-29,"Iowa","19",22
2021-05-29,"Kansas","20",14
2021-05-29,"Kentucky","21",63
2021-05-29,"Louisiana","22",49
2021-05-29,"Maine","23",8
2021-05-29,"Maryland","24",61
2021-05-29,"Massachusetts","25",29
2021-05-29,"Michigan","26",199
2021-05-29,"Minnesota","27",39
2021-05-29,"Mississippi","28",47
2021-05-29,"Missouri","29",34
2021-05-29,"Montana","30",5
2021-05-29,"Nebraska","31",5
2021-05-29,"Nevada","32",17
2021-05-29,"New Hampshire","33",10
2021-05-29,"New Jersey","34",92
2021-05-29,"New Mexico","35",26
2021-05-29,"North Carolina","37",104
2021-05-29,"North Dakota","38",6
2021-05-29,"Ohio","39",116
2021-05-29,"Oklahoma","40",30
2021-05-29,"Oregon","41",38
2021-05-29,"Pennsylvania","42",146
2021-05-29,"Rhode Island","44",6
2021-05-29,"South Carolina","45",31
2021-05-29,"South Dakota","46",3
2021-05-29,"Tennessee","47",69
2021-05-29,"Texas","48",254
2021-05-29,"Utah","49",15
2021-05-29,"Vermont","50",0
2021-05-29,"Virginia","51",62
2021-05-29,"Washington","53",62
2021-05-29,"West Virginia","54",29
2021-05-29,"Wisconsin","55",28
2021-05-29,"Wyoming","56",3
2021-05-29,"New York","36",157
2021-05-29,"US","US",2770
2021-06-05,"Alabama","01",35
2021-06-05,"Alaska","02",2
2021-06-05,"Arizona","04",39
2021-06-05,"Arkansas","05",19
2021-06-05,"California","06",113
2021-06-05,"Colorado","08",66
2021-06-05,"Connecticut","09",10
2021-06-05,"Delaware","10",7
2021-06-05,"District of Columbia","11",2
2021-06-05,"Florida","12",258
2021-06-05,"Georgia","13",70
2021-06-05,"Hawaii","15",4
2021-06-05,"Idaho","16",12
2021-06-05,"Illinois","17",125
2021-06-05,"Indiana","18",69
2021-06-05,"Iowa","19",15
2021-06-05,"Kansas","20",16
2021-06-05,"Kentucky","21",43
2021-06-05,"Louisiana","22",40
2021-06-05,"Maine","23",11
2021-06-05,"Maryland","24",38
2021-06-05,"Massachusetts","25",26
2021-06-05,"Michigan","26",157
2021-06-05,"Minnesota","27",32
2021-06-05,"Mississippi","28",28
2021-06-05,"Missouri","29",38
2021-06-05,"Montana","30",6
2021-06-05,"Nebraska","31",7
2021-06-05,"Nevada","32",27
2021-06-05,"New Hampshire","33",3
2021-06-05,"New Jersey","34",54
2021-06-05,"New Mexico","35",13
2021-06-05,"North Carolina","37",73
2021-06-05,"North Dakota","38",3
2021-06-05,"Ohio","39",96
2021-06-05,"Oklahoma","40",24
2021-06-05,"Oregon","41",37
2021-06-05,"Pennsylvania","42",118
2021-06-05,"Rhode Island","44",8
2021-06-05,"South Carolina","45",31
2021-06-05,"South Dakota","46",3
2021-06-05,"Tennessee","47",70
2021-06-05,"Texas","48",191
2021-06-05,"Utah","49",9
2021-06-05,"Vermont","50",1
2021-06-05,"Virginia","51",57
2021-06-05,"Washington","53",50
2021-06-05,"West Virginia","54",24
2021-06-05,"Wisconsin","55",30
2021-06-05,"Wyoming","56",7
2021-06-05,"New York","36",130
2021-06-05,"US","US",2347
2021-06-12,"Alabama","01",35
2021-06-12,"Alaska","02",2
2021-06-12,"Arizona","04",31
2021-06-12,"Arkansas","05",26
2021-06-12,"California","06",104
2021-06-12,"Colorado","08",47
2021-06-12,"Connecticut","09",10
2021-06-12,"Delaware","10",7
2021-06-12,"District of Columbia","11",4
2021-06-12,"Florida","12",190
2021-06-12,"Georgia","13",72
2021-06-12,"Hawaii","15",3
2021-06-12,"Idaho","16",16
2021-06-12,"Illinois","17",107
2021-06-12,"Indiana","18",51
2021-06-12,"Iowa","19",8
2021-06-12,"Kansas","20",16
2021-06-12,"Kentucky","21",39
2021-06-12,"Louisiana","22",29
2021-06-12,"Maine","23",12
2021-06-12,"Maryland","24",28
2021-06-12,"Massachusetts","25",22
2021-06-12,"Michigan","26",114
2021-06-12,"Minnesota","27",36
2021-06-12,"Mississippi","28",26
2021-06-12,"Missouri","29",62
2021-06-12,"Montana","30",15
2021-06-12,"Nebraska","31",7
2021-06-12,"Nevada","32",26
2021-06-12,"New Hampshire","33",7
2021-06-12,"New Jersey","34",30
2021-06-12,"New Mexico","35",12
2021-06-12,"North Carolina","37",70
2021-06-12,"North Dakota","38",8
2021-06-12,"Ohio","39",98
2021-06-12,"Oklahoma","40",34
2021-06-12,"Oregon","41",27
2021-06-12,"Pennsylvania","42",98
2021-06-12,"Rhode Island","44",1
2021-06-12,"South Carolina","45",28
2021-06-12,"South Dakota","46",0
2021-06-12,"Tennessee","47",49
2021-06-12,"Texas","48",166
2021-06-12,"Utah","49",12
2021-06-12,"Vermont","50",0
2021-06-12,"Virginia","51",44
2021-06-12,"Washington","53",61
2021-06-12,"West Virginia","54",15
2021-06-12,"Wisconsin","55",21
2021-06-12,"Wyoming","56",9
2021-06-12,"New York","36",100
2021-06-12,"US","US",2035
2021-06-19,"Alabama","01",28
2021-06-19,"Alaska","02",1
2021-06-19,"Arizona","04",45
2021-06-19,"Arkansas","05",32
2021-06-19,"California","06",114
2021-06-19,"Colorado","08",39
2021-06-19,"Connecticut","09",3
2021-06-19,"Delaware","10",6
2021-06-19,"District of Columbia","11",2
2021-06-19,"Florida","12",175
2021-06-19,"Georgia","13",43
2021-06-19,"Hawaii","15",1
2021-06-19,"Idaho","16",13
2021-06-19,"Illinois","17",77
2021-06-19,"Indiana","18",47
2021-06-19,"Iowa","19",13
2021-06-19,"Kansas","20",9
2021-06-19,"Kentucky","21",34
2021-06-19,"Louisiana","22",27
2021-06-19,"Maine","23",5
2021-06-19,"Maryland","24",25
2021-06-19,"Massachusetts","25",17
2021-06-19,"Michigan","26",84
2021-06-19,"Minnesota","27",27
2021-06-19,"Mississippi","28",23
2021-06-19,"Missouri","29",54
2021-06-19,"Montana","30",8
2021-06-19,"Nebraska","31",7
2021-06-19,"Nevada","32",24
2021-06-19,"New Hampshire","33",5
2021-06-19,"New Jersey","34",50
2021-06-19,"New Mexico","35",22
2021-06-19,"North Carolina","37",53
2021-06-19,"North Dakota","38",2
2021-06-19,"Ohio","39",69
2021-06-19,"Oklahoma","40",28
2021-06-19,"Oregon","41",31
2021-06-19,"Pennsylvania","42",82
2021-06-19,"Rhode Island","44",5
2021-06-19,"South Carolina","45",22
2021-06-19,"South Dakota","46",1
2021-06-19,"Tennessee","47",45
2021-06-19,"Texas","48",164
2021-06-19,"Utah","49",15
2021-06-19,"Vermont","50",1
2021-06-19,"Virginia","51",30
2021-06-19,"Washington","53",42
2021-06-19,"West Virginia","54",20
2021-06-19,"Wisconsin","55",11
2021-06-19,"Wyoming","56",8
2021-06-19,"New York","36",87
2021-06-19,"US","US",1776
2021-06-26,"Alabama","01",35
2021-06-26,"Alaska","02",1
2021-06-26,"Arizona","04",47
2021-06-26,"Arkansas","05",37
2021-06-26,"California","06",88
2021-06-26,"Colorado","08",43
2021-06-26,"Connecticut","09",4
2021-06-26,"Delaware","10",5
2021-06-26,"District of Columbia","11",2
2021-06-26,"Florida","12",156
2021-06-26,"Georgia","13",42
2021-06-26,"Hawaii","15",4
2021-06-26,"Idaho","16",15
2021-06-26,"Illinois","17",61
2021-06-26,"Indiana","18",49
2021-06-26,"Iowa","19",9
2021-06-26,"Kansas","20",11
2021-06-26,"Kentucky","21",32
2021-06-26,"Louisiana","22",35
2021-06-26,"Maine","23",7
2021-06-26,"Maryland","24",27
2021-06-26,"Massachusetts","25",9
2021-06-26,"Michigan","26",54
2021-06-26,"Minnesota","27",21
2021-06-26,"Mississippi","28",19
2021-06-26,"Missouri","29",87
2021-06-26,"Montana","30",6
2021-06-26,"Nebraska","31",6
2021-06-26,"Nevada","32",30
2021-06-26,"New Hampshire","33",3
2021-06-26,"New Jersey","34",22
2021-06-26,"New Mexico","35",18
2021-06-26,"North Carolina","37",63
2021-06-26,"North Dakota","38",1
2021-06-26,"Ohio","39",54
2021-06-26,"Oklahoma","40",30
2021-06-26,"Oregon","41",18
2021-06-26,"Pennsylvania","42",54
2021-06-26,"Rhode Island","44",4
2021-06-26,"South Carolina","45",16
2021-06-26,"South Dakota","46",6
2021-06-26,"Tennessee","47",35
2021-06-26,"Texas","48",162
2021-06-26,"Utah","49",23
2021-06-26,"Vermont","50",1
2021-06-26,"Virginia","51",34
2021-06-26,"Washington","53",47
2021-06-26,"West Virginia","54",10
2021-06-26,"Wisconsin","55",10
2021-06-26,"Wyoming","56",3
2021-06-26,"New York","36",79
2021-06-26,"US","US",1635
2021-07-03,"Alabama","01",25
2021-07-03,"Alaska","02",3
2021-07-03,"Arizona","04",42
2021-07-03,"Arkansas","05",44
2021-07-03,"California","06",97
2021-07-03,"Colorado","08",41
2021-07-03,"Connecticut","09",3
2021-07-03,"Delaware","10",3
2021-07-03,"District of Columbia","11",0
2021-07-03,"Florida","12",179
2021-07-03,"Georgia","13",41
2021-07-03,"Hawaii","15",3
2021-07-03,"Idaho","16",8
2021-07-03,"Illinois","17",45
2021-07-03,"Indiana","18",35
2021-07-03,"Iowa","19",9
2021-07-03,"Kansas","20",31
2021-07-03,"Kentucky","21",29
2021-07-03,"Louisiana","22",24
2021-07-03,"Maine","23",2
2021-07-03,"Maryland","24",15
2021-07-03,"Massachusetts","25",14
2021-07-03,"Michigan","26",32
2021-07-03,"Minnesota","27",14
2021-07-03,"Mississippi","28",21
2021-07-03,"Missouri","29",78
2021-07-03,"Montana","30",11
2021-07-03,"Nebraska","31",5
2021-07-03,"Nevada","32",34
2021-07-03,"New Hampshire","33",5
2021-07-03,"New Jersey","34",31
2021-07-03,"New Mexico","35",13
2021-07-03,"North Carolina","37",41
2021-07-03,"North Dakota","38",2
2021-07-03,"Ohio","39",47
2021-07-03,"Oklahoma","40",30
2021-07-03,"Oregon","41",18
2021-07-03,"Pennsylvania","42",37
2021-07-03,"Rhode Island","44",5
2021-07-03,"South Carolina","45",22
2021-07-03,"South Dakota","46",3
2021-07-03,"Tennessee","47",30
2021-07-03,"Texas","48",184
2021-07-03,"Utah","49",15
2021-07-03,"Vermont","50",1
2021-07-03,"Virginia","51",22
2021-07-03,"Washington","53",47
2021-07-03,"West Virginia","54",14
2021-07-03,"Wisconsin","55",18
2021-07-03,"Wyoming","56",9
2021-07-03,"New York","36",61
2021-07-03,"US","US",1543
2021-07-10,"Alabama","01",37
2021-07-10,"Alaska","02",1
2021-07-10,"Arizona","04",43
2021-07-10,"Arkansas","05",60
2021-07-10,"California","06",124
2021-07-10,"Colorado","08",53
2021-07-10,"Connecticut","09",3
2021-07-10,"Delaware","10",3
2021-07-10,"District of Columbia","11",5
2021-07-10,"Florida","12",214
2021-07-10,"Georgia","13",44
2021-07-10,"Hawaii","15",4
2021-07-10,"Idaho","16",5
2021-07-10,"Illinois","17",52
2021-07-10,"Indiana","18",38
2021-07-10,"Iowa","19",10
2021-07-10,"Kansas","20",25
2021-07-10,"Kentucky","21",29
2021-07-10,"Louisiana","22",23
2021-07-10,"Maine","23",2
2021-07-10,"Maryland","24",12
2021-07-10,"Massachusetts","25",9
2021-07-10,"Michigan","26",28
2021-07-10,"Minnesota","27",15
2021-07-10,"Mississippi","28",24
2021-07-10,"Missouri","29",102
2021-07-10,"Montana","30",10
2021-07-10,"Nebraska","31",9
2021-07-10,"Nevada","32",49
2021-07-10,"New Hampshire","33",1
2021-07-10,"New Jersey","34",28
2021-07-10,"New Mexico","35",11
2021-07-10,"North Carolina","37",43
2021-07-10,"North Dakota","38",5
2021-07-10,"Ohio","39",40
2021-07-10,"Oklahoma","40",35
2021-07-10,"Oregon","41",16
2021-07-10,"Pennsylvania","42",35
2021-07-10,"Rhode Island","44",1
2021-07-10,"South Carolina","45",25
2021-07-10,"South Dakota","46",2
2021-07-10,"Tennessee","47",30
2021-07-10,"Texas","48",176
2021-07-10,"Utah","49",23
2021-07-10,"Vermont","50",2
2021-07-10,"Virginia","51",23
2021-07-10,"Washington","53",35
2021-07-10,"West Virginia","54",12
2021-07-10,"Wisconsin","55",16
2021-07-10,"Wyoming","56",7
2021-07-10,"New York","36",46
