"time_value","fips","geo_value_fullname","age_group","value"
2022-03-05,"04","Arizona","0-130",80
2022-03-05,"05","Arkansas","0-130",57
2022-03-05,"06","California","0-130",34
2022-03-05,"08","Colorado","0-130",21
2022-03-05,"09","Connecticut","0-130",4
2022-03-05,"11","District of Columbia","0-130",1
2022-03-05,"12","Florida","0-130",59
2022-03-05,"13","Georgia","0-130",27
2022-03-05,"66","Guam","0-130",0
2022-03-05,"15","Hawaii","0-130",0
2022-03-05,"16","Idaho","0-130",1
2022-03-05,"17","Illinois","0-130",21
2022-03-05,"18","Indiana","0-130",59
2022-03-05,"19","Iowa","0-130",56
2022-03-05,"20","Kansas","0-130",28
2022-03-05,"21","Kentucky","0-130",23
2022-03-05,"22","Louisiana","0-130",80
2022-03-05,"23","Maine","0-130",2
2022-03-05,"24","Maryland","0-130",23
2022-03-05,"25","Massachusetts","0-130",11
2022-03-05,"26","Michigan","0-130",74
2022-03-05,"27","Minnesota","0-130",28
2022-03-05,"28","Mississippi","0-130",34
2022-03-05,"29","Missouri","0-130",72
2022-03-05,"30","Montana","0-130",21
2022-03-05,"31","Nebraska","0-130",53
2022-03-05,"32","Nevada","0-130",24
2022-03-05,"33","New Hampshire","0-130",2
2022-03-05,"34","New Jersey","0-130",33
2022-03-05,"35","New Mexico","0-130",4
2022-03-05,"36","New York","0-130",57
2022-03-05,"37","North Carolina","0-130",44
2022-03-05,"38","North Dakota","0-130",3
2022-03-05,"69","Northern Mariana Islands","0-130",0
2022-03-05,"39","Ohio","0-130",53
2022-03-05,"40","Oklahoma","0-130",82
2022-03-05,"41","Oregon","0-130",2
2022-03-05,"42","Pennsylvania","0-130",68
2022-03-05,"72","Puerto Rico","0-130",6
2022-03-05,"44","Rhode Island","0-130",2
2022-03-05,"45","South Carolina","0-130",16
2022-03-05,"46","South Dakota","0-130",30
2022-03-05,"47","Tennessee","0-130",29
2022-03-05,"48","Texas","0-130",305
2022-03-05,"US","US","0-130",1791
2022-03-05,"49","Utah","0-130",9
2022-03-05,"50","Vermont","0-130",0
2022-03-05,"78","Virgin Islands","0-130",0
2022-03-05,"51","Virginia","0-130",27
2022-03-05,"53","Washington","0-130",13
2022-03-05,"54","West Virginia","0-130",21
2022-03-05,"55","Wisconsin","0-130",61
2022-03-05,"56","Wyoming","0-130",4
2022-03-12,"01","Alabama","0-130",35
2022-03-12,"02","Alaska","0-130",2
2022-03-12,"60","American Samoa","0-130",0
2022-03-12,"04","Arizona","0-130",79
2022-03-12,"05","Arkansas","0-130",60
2022-03-12,"06","California","0-130",40
2022-03-12,"08","Colorado","0-130",38
2022-03-12,"09","Connecticut","0-130",8
2022-03-12,"11","District of Columbia","0-130",4
2022-03-12,"12","Florida","0-130",47
2022-03-12,"13","Georgia","0-130",38
2022-03-12,"66","Guam","0-130",0
2022-03-12,"15","Hawaii","0-130",0
2022-03-12,"16","Idaho","0-130",13
2022-03-12,"17","Illinois","0-130",34
2022-03-12,"18","Indiana","0-130",108
2022-03-12,"19","Iowa","0-130",54
2022-03-12,"20","Kansas","0-130",40
2022-03-12,"21","Kentucky","0-130",30
2022-03-12,"22","Louisiana","0-130",62
2022-03-12,"23","Maine","0-130",2
2022-03-12,"24","Maryland","0-130",16
2022-03-12,"25","Massachusetts","0-130",23
2022-03-12,"26","Michigan","0-130",88
2022-03-12,"27","Minnesota","0-130",35
2022-03-12,"28","Mississippi","0-130",33
2022-03-12,"29","Missouri","0-130",67
2022-03-12,"30","Montana","0-130",14
2022-03-12,"31","Nebraska","0-130",43
2022-03-12,"32","Nevada","0-130",33
2022-03-12,"33","New Hampshire","0-130",14
2022-03-12,"34","New Jersey","0-130",30
2022-03-12,"35","New Mexico","0-130",6
2022-03-12,"36","New York","0-130",51
2022-03-12,"37","North Carolina","0-130",55
2022-03-12,"38","North Dakota","0-130",7
2022-03-12,"69","Northern Mariana Islands","0-130",0
2022-03-12,"39","Ohio","0-130",75
2022-03-12,"40","Oklahoma","0-130",119
2022-03-12,"41","Oregon","0-130",7
2022-03-12,"42","Pennsylvania","0-130",79
2022-03-12,"72","Puerto Rico","0-130",23
2022-03-12,"44","Rhode Island","0-130",0
2022-03-12,"45","South Carolina","0-130",14
2022-03-12,"46","South Dakota","0-130",13
2022-03-12,"47","Tennessee","0-130",28
2022-03-12,"48","Texas","0-130",405
2022-03-12,"US","US","0-130",2089
2022-03-12,"49","Utah","0-130",12
2022-03-12,"50","Vermont","0-130",0
2022-03-12,"78","Virgin Islands","0-130",0
2022-03-12,"51","Virginia","0-130",18
2022-03-12,"53","Washington","0-130",12
2022-03-12,"54","West Virginia","0-130",21
2022-03-12,"55","Wisconsin","0-130",41
2022-03-12,"56","Wyoming","0-130",6
2022-03-19,"01","Alabama","0-130",23
2022-03-19,"02","Alaska","0-130",1
2022-03-19,"60","American Samoa","0-130",0
2022-03-19,"04","Arizona","0-130",104
2022-03-19,"05","Arkansas","0-130",62
2022-03-19,"06","California","0-130",51
2022-03-19,"08","Colorado","0-130",55
2022-03-19,"09","Connecticut","0-130",18
2022-03-19,"11","District of Columbia","0-130",2
2022-03-19,"12","Florida","0-130",58
2022-03-19,"13","Georgia","0-130",35
2022-03-19,"66","Guam","0-130",0
2022-03-19,"15","Hawaii","0-130",1
2022-03-19,"16","Idaho","0-130",16
2022-03-19,"17","Illinois","0-130",58
2022-03-19,"18","Indiana","0-130",119
2022-03-19,"19","Iowa","0-130",49
2022-03-19,"20","Kansas","0-130",31
2022-03-19,"21","Kentucky","0-130",39
2022-03-19,"22","Louisiana","0-130",64
2022-03-19,"23","Maine","0-130",1
2022-03-19,"24","Maryland","0-130",19
2022-03-19,"25","Massachusetts","0-130",36
2022-03-19,"26","Michigan","0-130",119
2022-03-19,"27","Minnesota","0-130",29
2022-03-19,"28","Mississippi","0-130",31
2022-03-19,"29","Missouri","0-130",90
2022-03-19,"30","Montana","0-130",16
2022-03-19,"31","Nebraska","0-130",61
2022-03-19,"32","Nevada","0-130",41
2022-03-19,"33","New Hampshire","0-130",10
2022-03-19,"34","New Jersey","0-130",41
2022-03-19,"35","New Mexico","0-130",15
2022-03-19,"36","New York","0-130",84
2022-03-19,"37","North Carolina","0-130",14
2022-03-19,"38","North Dakota","0-130",5
2022-03-19,"69","Northern Mariana Islands","0-130",0
2022-03-19,"39","Ohio","0-130",94
2022-03-19,"40","Oklahoma","0-130",162
2022-03-19,"41","Oregon","0-130",18
2022-03-19,"42","Pennsylvania","0-130",101
2022-03-19,"72","Puerto Rico","0-130",21
2022-03-19,"44","Rhode Island","0-130",1
2022-03-19,"45","South Carolina","0-130",14
2022-03-19,"46","South Dakota","0-130",12
2022-03-19,"47","Tennessee","0-130",28
2022-03-19,"48","Texas","0-130",589
2022-03-19,"US","US","0-130",2611
2022-03-19,"49","Utah","0-130",17
2022-03-19,"50","Vermont","0-130",0
2022-03-19,"78","Virgin Islands","0-130",0
2022-03-19,"51","Virginia","0-130",32
2022-03-19,"53","Washington","0-130",21
2022-03-19,"54","West Virginia","0-130",43
2022-03-19,"55","Wisconsin","0-130",53
2022-03-19,"56","Wyoming","0-130",3
2022-03-26,"01","Alabama","0-130",17
2022-03-26,"02","Alaska","0-130",3
2022-03-26,"60","American Samoa","0-130",0
2022-03-26,"04","Arizona","0-130",120
2022-03-26,"05","Arkansas","0-130",74
2022-03-26,"06","California","0-130",61
2022-03-26,"08","Colorado","0-130",82
2022-03-26,"09","Connecticut","0-130",25
2022-03-26,"11","District of Columbia","0-130",4
2022-03-26,"12","Florida","0-130",84
2022-03-26,"13","Georgia","0-130",33
2022-03-26,"66","Guam","0-130",0
2022-03-26,"15","Hawaii","0-130",0
2022-03-26,"16","Idaho","0-130",14
2022-03-26,"17","Illinois","0-130",114
2022-03-26,"18","Indiana","0-130",125
2022-03-26,"19","Iowa","0-130",43
2022-03-26,"20","Kansas","0-130",49
2022-03-26,"21","Kentucky","0-130",42
2022-03-26,"22","Louisiana","0-130",74
2022-03-26,"23","Maine","0-130",3
2022-03-26,"24","Maryland","0-130",30
2022-03-26,"25","Massachusetts","0-130",30
2022-03-26,"26","Michigan","0-130",134
2022-03-26,"27","Minnesota","0-130",37
2022-03-26,"28","Mississippi","0-130",48
2022-03-26,"29","Missouri","0-130",79
2022-03-26,"30","Montana","0-130",19
2022-03-26,"31","Nebraska","0-130",60
2022-03-26,"32","Nevada","0-130",53
2022-03-26,"33","New Hampshire","0-130",7
2022-03-26,"34","New Jersey","0-130",60
2022-03-26,"35","New Mexico","0-130",36
2022-03-26,"36","New York","0-130",85
2022-03-26,"37","North Carolina","0-130",23
2022-03-26,"38","North Dakota","0-130",9
2022-03-26,"69","Northern Mariana Islands","0-130",0
2022-03-26,"39","Ohio","0-130",104
2022-03-26,"40","Oklahoma","0-130",156
2022-03-26,"41","Oregon","0-130",24
2022-03-26,"42","Pennsylvania","0-130",109
2022-03-26,"72","Puerto Rico","0-130",31
2022-03-26,"44","Rhode Island","0-130",1
2022-03-26,"45","South Carolina","0-130",7
2022-03-26,"46","South Dakota","0-130",5
2022-03-26,"47","Tennessee","0-130",43
2022-03-26,"48","Texas","0-130",594
2022-03-26,"US","US","0-130",2912
2022-03-26,"49","Utah","0-130",6
2022-03-26,"50","Vermont","0-130",8
2022-03-26,"78","Virgin Islands","0-130",0
2022-03-26,"51","Virginia","0-130",35
2022-03-26,"53","Washington","0-130",24
2022-03-26,"54","West Virginia","0-130",19
2022-03-26,"55","Wisconsin","0-130",58
2022-03-26,"56","Wyoming","0-130",7
2022-04-02,"01","Alabama","0-130",25
2022-04-02,"02","Alaska","0-130",0
2022-04-02,"60","American Samoa","0-130",0
2022-04-02,"04","Arizona","0-130",99
2022-04-02,"05","Arkansas","0-130",56
2022-04-02,"06","California","0-130",79
2022-04-02,"08","Colorado","0-130",121
2022-04-02,"09","Connecticut","0-130",26
2022-04-02,"11","District of Columbia","0-130",4
2022-04-02,"12","Florida","0-130",78
2022-04-02,"13","Georgia","0-130",45
2022-04-02,"66","Guam","0-130",0
2022-04-02,"15","Hawaii","0-130",1
2022-04-02,"16","Idaho","0-130",19
2022-04-02,"17","Illinois","0-130",88
2022-04-02,"18","Indiana","0-130",115
2022-04-02,"19","Iowa","0-130",36
2022-04-02,"20","Kansas","0-130",28
2022-04-02,"21","Kentucky","0-130",53
2022-04-02,"22","Louisiana","0-130",63
2022-04-02,"23","Maine","0-130",9
2022-04-02,"24","Maryland","0-130",29
2022-04-02,"25","Massachusetts","0-130",78
2022-04-02,"26","Michigan","0-130",146
2022-04-02,"27","Minnesota","0-130",33
2022-04-02,"28","Mississippi","0-130",25
2022-04-02,"29","Missouri","0-130",91
2022-04-02,"30","Montana","0-130",38
2022-04-02,"31","Nebraska","0-130",25
2022-04-02,"32","Nevada","0-130",68
2022-04-02,"33","New Hampshire","0-130",6
2022-04-02,"34","New Jersey","0-130",80
2022-04-02,"35","New Mexico","0-130",39
2022-04-02,"36","New York","0-130",163
2022-04-02,"37","North Carolina","0-130",28
2022-04-02,"38","North Dakota","0-130",4
2022-04-02,"69","Northern Mariana Islands","0-130",0
2022-04-02,"39","Ohio","0-130",97
2022-04-02,"40","Oklahoma","0-130",165
2022-04-02,"41","Oregon","0-130",10
2022-04-02,"42","Pennsylvania","0-130",140
2022-04-02,"72","Puerto Rico","0-130",26
2022-04-02,"44","Rhode Island","0-130",3
2022-04-02,"45","South Carolina","0-130",15
2022-04-02,"46","South Dakota","0-130",5
2022-04-02,"47","Tennessee","0-130",38
2022-04-02,"48","Texas","0-130",519
2022-04-02,"US","US","0-130",3000
2022-04-02,"49","Utah","0-130",17
2022-04-02,"50","Vermont","0-130",9
2022-04-02,"78","Virgin Islands","0-130",0
2022-04-02,"51","Virginia","0-130",39
2022-04-02,"53","Washington","0-130",20
2022-04-02,"54","West Virginia","0-130",37
2022-04-02,"55","Wisconsin","0-130",57
2022-04-02,"56","Wyoming","0-130",2
2022-04-09,"01","Alabama","0-130",23
2022-04-09,"02","Alaska","0-130",2
2022-04-09,"60","American Samoa","0-130",0
2022-04-09,"04","Arizona","0-130",116
2022-04-09,"05","Arkansas","0-130",74
2022-04-09,"06","California","0-130",96
2022-04-09,"08","Colorado","0-130",104
2022-04-09,"09","Connecticut","0-130",47
2022-04-09,"11","District of Columbia","0-130",2
2022-04-09,"12","Florida","0-130",83
2022-04-09,"13","Georgia","0-130",33
2022-04-09,"66","Guam","0-130",0
2022-04-09,"15","Hawaii","0-130",3
2022-04-09,"16","Idaho","0-130",20
2022-04-09,"17","Illinois","0-130",105
2022-04-09,"18","Indiana","0-130",109
2022-04-09,"19","Iowa","0-130",25
2022-04-09,"20","Kansas","0-130",32
2022-04-09,"21","Kentucky","0-130",90
2022-04-09,"22","Louisiana","0-130",30
2022-04-09,"23","Maine","0-130",11
2022-04-09,"24","Maryland","0-130",47
2022-04-09,"25","Massachusetts","0-130",131
2022-04-09,"26","Michigan","0-130",160
2022-04-09,"27","Minnesota","0-130",28
2022-04-09,"28","Mississippi","0-130",32
2022-04-09,"29","Missouri","0-130",77
2022-04-09,"30","Montana","0-130",19
2022-04-09,"31","Nebraska","0-130",35
2022-04-09,"32","Nevada","0-130",110
2022-04-09,"33","New Hampshire","0-130",13
2022-04-09,"34","New Jersey","0-130",136
2022-04-09,"35","New Mexico","0-130",43
2022-04-09,"36","New York","0-130",195
2022-04-09,"37","North Carolina","0-130",35
2022-04-09,"38","North Dakota","0-130",4
2022-04-09,"69","Northern Mariana Islands","0-130",0
2022-04-09,"39","Ohio","0-130",127
2022-04-09,"40","Oklahoma","0-130",118
2022-04-09,"41","Oregon","0-130",14
2022-04-09,"42","Pennsylvania","0-130",183
2022-04-09,"72","Puerto Rico","0-130",31
2022-04-09,"44","Rhode Island","0-130",5
2022-04-09,"45","South Carolina","0-130",18
2022-04-09,"46","South Dakota","0-130",11
2022-04-09,"47","Tennessee","0-130",31
2022-04-09,"48","Texas","0-130",338
2022-04-09,"US","US","0-130",3130
2022-04-09,"49","Utah","0-130",14
2022-04-09,"50","Vermont","0-130",14
2022-04-09,"78","Virgin Islands","0-130",0
2022-04-09,"51","Virginia","0-130",35
2022-04-09,"53","Washington","0-130",24
2022-04-09,"54","West Virginia","0-130",36
2022-04-09,"55","Wisconsin","0-130",44
2022-04-09,"56","Wyoming","0-130",10
2022-04-16,"01","Alabama","0-130",11
2022-04-16,"02","Alaska","0-130",1
2022-04-16,"60","American Samoa","0-130",0
2022-04-16,"04","Arizona","0-130",93
2022-04-16,"05","Arkansas","0-130",43
2022-04-16,"06","California","0-130",104
2022-04-16,"08","Colorado","0-130",139
2022-04-16,"09","Connecticut","0-130",45
2022-04-16,"11","District of Columbia","0-130",2
2022-04-16,"12","Florida","0-130",148
2022-04-16,"13","Georgia","0-130",42
2022-04-16,"66","Guam","0-130",0
2022-04-16,"15","Hawaii","0-130",9
2022-04-16,"16","Idaho","0-130",16
2022-04-16,"17","Illinois","0-130",79
2022-04-16,"18","Indiana","0-130",93
2022-04-16,"19","Iowa","0-130",25
2022-04-16,"20","Kansas","0-130",19
2022-04-16,"21","Kentucky","0-130",105
2022-04-16,"22","Louisiana","0-130",48
2022-04-16,"23","Maine","0-130",15
2022-04-16,"24","Maryland","0-130",51
2022-04-16,"25","Massachusetts","0-130",167
2022-04-16,"26","Michigan","0-130",150
2022-04-16,"27","Minnesota","0-130",27
2022-04-16,"28","Mississippi","0-130",22
2022-04-16,"29","Missouri","0-130",77
2022-04-16,"30","Montana","0-130",14
2022-04-16,"31","Nebraska","0-130",29
2022-04-16,"32","Nevada","0-130",88
2022-04-16,"33","New Hampshire","0-130",17
2022-04-16,"34","New Jersey","0-130",140
2022-04-16,"35","New Mexico","0-130",28
2022-04-16,"36","New York","0-130",226
2022-04-16,"37","North Carolina","0-130",57
2022-04-16,"38","North Dakota","0-130",7
2022-04-16,"69","Northern Mariana Islands","0-130",0
2022-04-16,"39","Ohio","0-130",133
2022-04-16,"40","Oklahoma","0-130",100
2022-04-16,"41","Oregon","0-130",14
2022-04-16,"42","Pennsylvania","0-130",189
2022-04-16,"72","Puerto Rico","0-130",55
2022-04-16,"44","Rhode Island","0-130",9
2022-04-16,"45","South Carolina","0-130",31
2022-04-16,"46","South Dakota","0-130",4
2022-04-16,"47","Tennessee","0-130",35
2022-04-16,"48","Texas","0-130",319
2022-04-16,"US","US","0-130",3292
2022-04-16,"49","Utah","0-130",16
2022-04-16,"50","Vermont","0-130",12
2022-04-16,"78","Virgin Islands","0-130",0
2022-04-16,"51","Virginia","0-130",51
2022-04-16,"53","Washington","0-130",32
2022-04-16,"54","West Virginia","0-130",43
2022-04-16,"55","Wisconsin","0-130",66
2022-04-16,"56","Wyoming","0-130",8
2022-04-23,"01","Alabama","0-130",25
2022-04-23,"02","Alaska","0-130",2
2022-04-23,"60","American Samoa","0-130",0
2022-04-23,"04","Arizona","0-130",131
2022-04-23,"05","Arkansas","0-130",34
2022-04-23,"06","California","0-130",148
2022-04-23,"08","Colorado","0-130",179
2022-04-23,"09","Connecticut","0-130",52
2022-04-23,"11","District of Columbia","0-130",1
2022-04-23,"12","Florida","0-130",141
2022-04-23,"13","Georgia","0-130",46
2022-04-23,"66","Guam","0-130",0
2022-04-23,"15","Hawaii","0-130",7
2022-04-23,"16","Idaho","0-130",17
2022-04-23,"17","Illinois","0-130",106
2022-04-23,"18","Indiana","0-130",64
2022-04-23,"19","Iowa","0-130",20
2022-04-23,"20","Kansas","0-130",26
2022-04-23,"21","Kentucky","0-130",82
2022-04-23,"22","Louisiana","0-130",44
2022-04-23,"23","Maine","0-130",20
2022-04-23,"24","Maryland","0-130",43
2022-04-23,"25","Massachusetts","0-130",176
2022-04-23,"26","Michigan","0-130",138
2022-04-23,"27","Minnesota","0-130",33
2022-04-23,"28","Mississippi","0-130",16
2022-04-23,"29","Missouri","0-130",70
2022-04-23,"30","Montana","0-130",21
2022-04-23,"31","Nebraska","0-130",16
2022-04-23,"32","Nevada","0-130",84
2022-04-23,"33","New Hampshire","0-130",28
2022-04-23,"34","New Jersey","0-130",126
2022-04-23,"35","New Mexico","0-130",41
2022-04-23,"36","New York","0-130",275
2022-04-23,"37","North Carolina","0-130",45
2022-04-23,"38","North Dakota","0-130",7
2022-04-23,"69","Northern Mariana Islands","0-130",0
2022-04-23,"39","Ohio","0-130",115
2022-04-23,"40","Oklahoma","0-130",76
2022-04-23,"41","Oregon","0-130",27
2022-04-23,"42","Pennsylvania","0-130",200
2022-04-23,"72","Puerto Rico","0-130",74
2022-04-23,"44","Rhode Island","0-130",10
2022-04-23,"45","South Carolina","0-130",32
2022-04-23,"46","South Dakota","0-130",3
2022-04-23,"47","Tennessee","0-130",34
2022-04-23,"48","Texas","0-130",407
2022-04-23,"US","US","0-130",3450
2022-04-23,"49","Utah","0-130",9
2022-04-23,"50","Vermont","0-130",12
2022-04-23,"78","Virgin Islands","0-130",0
2022-04-23,"51","Virginia","0-130",42
2022-04-23,"53","Washington","0-130",34
2022-04-23,"54","West Virginia","0-130",39
2022-04-23,"55","Wisconsin","0-130",54
2022-04-23,"56","Wyoming","0-130",1
2022-04-30,"01","Alabama","0-130",9
2022-04-30,"02","Alaska","0-130",1
2022-04-30,"60","American Samoa","0-130",0
2022-04-30,"04","Arizona","0-130",156
2022-04-30,"05","Arkansas","0-130",33
2022-04-30,"06","California","0-130",213
2022-04-30,"08","Colorado","0-130",163
2022-04-30,"09","Connecticut","0-130",57
2022-04-30,"11","District of Columbia","0-130",3
2022-04-30,"12","Florida","0-130",164
2022-04-30,"13","Georgia","0-130",36
2022-04-30,"66","Guam","0-130",0
2022-04-30,"15","Hawaii","0-130",4
2022-04-30,"16","Idaho","0-130",15
2022-04-30,"17","Illinois","0-130",97
2022-04-30,"18","Indiana","0-130",72
2022-04-30,"19","Iowa","0-130",17
2022-04-30,"20","Kansas","0-130",19
2022-04-30,"21","Kentucky","0-130",119
2022-04-30,"22","Louisiana","0-130",24
2022-04-30,"23","Maine","0-130",30
2022-04-30,"24","Maryland","0-130",51
2022-04-30,"25","Massachusetts","0-130",183
2022-04-30,"26","Michigan","0-130",136
2022-04-30,"27","Minnesota","0-130",29
2022-04-30,"28","Mississippi","0-130",26
2022-04-30,"29","Missouri","0-130",55
2022-04-30,"30","Montana","0-130",18
2022-04-30,"31","Nebraska","0-130",16
2022-04-30,"32","Nevada","0-130",59
2022-04-30,"33","New Hampshire","0-130",24
2022-04-30,"34","New Jersey","0-130",125
2022-04-30,"35","New Mexico","0-130",51
2022-04-30,"36","New York","0-130",271
2022-04-30,"37","North Carolina","0-130",63
2022-04-30,"38","North Dakota","0-130",3
2022-04-30,"69","Northern Mariana Islands","0-130",0
2022-04-30,"39","Ohio","0-130",104
2022-04-30,"40","Oklahoma","0-130",45
2022-04-30,"41","Oregon","0-130",23
2022-04-30,"42","Pennsylvania","0-130",160
2022-04-30,"72","Puerto Rico","0-130",39
2022-04-30,"44","Rhode Island","0-130",5
2022-04-30,"45","South Carolina","0-130",29
2022-04-30,"46","South Dakota","0-130",8
2022-04-30,"47","Tennessee","0-130",35
2022-04-30,"48","Texas","0-130",168
2022-04-30,"US","US","0-130",3175
2022-04-30,"49","Utah","0-130",1
2022-04-30,"50","Vermont","0-130",6
2022-04-30,"78","Virgin Islands","0-130",0
2022-04-30,"51","Virginia","0-130",57
2022-04-30,"53","Washington","0-130",42
2022-04-30,"54","West Virginia","0-130",35
2022-04-30,"55","Wisconsin","0-130",64
2022-04-30,"56","Wyoming","0-130",5
2022-05-07,"01","Alabama","0-130",19
2022-05-07,"02","Alaska","0-130",6
2022-05-07,"60","American Samoa","0-130",0
2022-05-07,"04","Arizona","0-130",170
2022-05-07,"05","Arkansas","0-130",17
2022-05-07,"06","California","0-130",206
2022-05-07,"08","Colorado","0-130",258
2022-05-07,"09","Connecticut","0-130",76
2022-05-07,"11","District of Columbia","0-130",2
2022-05-07,"12","Florida","0-130",213
2022-05-07,"13","Georgia","0-130",44
2022-05-07,"66","Guam","0-130",0
2022-05-07,"15","Hawaii","0-130",2
2022-05-07,"16","Idaho","0-130",13
2022-05-07,"17","Illinois","0-130",108
2022-05-07,"18","Indiana","0-130",49
2022-05-07,"19","Iowa","0-130",20
2022-05-07,"20","Kansas","0-130",8
2022-05-07,"21","Kentucky","0-130",109
2022-05-07,"22","Louisiana","0-130",35
2022-05-07,"23","Maine","0-130",8
2022-05-07,"24","Maryland","0-130",46
2022-05-07,"25","Massachusetts","0-130",174
2022-05-07,"26","Michigan","0-130",169
2022-05-07,"27","Minnesota","0-130",32
2022-05-07,"28","Mississippi","0-130",22
2022-05-07,"29","Missouri","0-130",66
2022-05-07,"30","Montana","0-130",20
2022-05-07,"31","Nebraska","0-130",6
2022-05-07,"32","Nevada","0-130",59
2022-05-07,"33","New Hampshire","0-130",21
2022-05-07,"34","New Jersey","0-130",119
2022-05-07,"35","New Mexico","0-130",70
2022-05-07,"36","New York","0-130",231
2022-05-07,"37","North Carolina","0-130",51
2022-05-07,"38","North Dakota","0-130",1
2022-05-07,"39","Ohio","0-130",99
2022-05-07,"40","Oklahoma","0-130",34
2022-05-07,"41","Oregon","0-130",27
2022-05-07,"42","Pennsylvania","0-130",149
2022-05-07,"72","Puerto Rico","0-130",28
2022-05-07,"44","Rhode Island","0-130",6
2022-05-07,"45","South Carolina","0-130",20
2022-05-07,"46","South Dakota","0-130",3
2022-05-07,"47","Tennessee","0-130",18
2022-05-07,"48","Texas","0-130",128
2022-05-07,"US","US","0-130",3162
2022-05-07,"49","Utah","0-130",12
2022-05-07,"50","Vermont","0-130",7
2022-05-07,"78","Virgin Islands","0-130",0
2022-05-07,"51","Virginia","0-130",44
2022-05-07,"53","Washington","0-130",60
2022-05-07,"54","West Virginia","0-130",18
2022-05-07,"55","Wisconsin","0-130",51
2022-05-07,"56","Wyoming","0-130",4
2022-05-14,"01","Alabama","0-130",12
2022-05-14,"02","Alaska","0-130",3
2022-05-14,"60","American Samoa","0-130",0
2022-05-14,"04","Arizona","0-130",194
2022-05-14,"05","Arkansas","0-130",28
2022-05-14,"06","California","0-130",277
2022-05-14,"08","Colorado","0-130",173
2022-05-14,"09","Connecticut","0-130",70
2022-05-14,"11","District of Columbia","0-130",5
2022-05-14,"12","Florida","0-130",278
2022-05-14,"13","Georgia","0-130",60
2022-05-14,"66","Guam","0-130",0
2022-05-14,"15","Hawaii","0-130",3
2022-05-14,"16","Idaho","0-130",16
2022-05-14,"17","Illinois","0-130",123
2022-05-14,"18","Indiana","0-130",35
2022-05-14,"19","Iowa","0-130",17
2022-05-14,"20","Kansas","0-130",7
2022-05-14,"21","Kentucky","0-130",47
2022-05-14,"22","Louisiana","0-130",32
2022-05-14,"23","Maine","0-130",37
2022-05-14,"24","Maryland","0-130",54
2022-05-14,"25","Massachusetts","0-130",162
2022-05-14,"26","Michigan","0-130",180
2022-05-14,"27","Minnesota","0-130",17
2022-05-14,"28","Mississippi","0-130",25
2022-05-14,"29","Missouri","0-130",39
2022-05-14,"30","Montana","0-130",9
2022-05-14,"31","Nebraska","0-130",4
2022-05-14,"32","Nevada","0-130",79
2022-05-14,"33","New Hampshire","0-130",14
2022-05-14,"34","New Jersey","0-130",95
2022-05-14,"35","New Mexico","0-130",37
2022-05-14,"36","New York","0-130",188
2022-05-14,"37","North Carolina","0-130",37
2022-05-14,"38","North Dakota","0-130",1
2022-05-14,"39","Ohio","0-130",79
2022-05-14,"40","Oklahoma","0-130",47
2022-05-14,"41","Oregon","0-130",26
2022-05-14,"42","Pennsylvania","0-130",179
2022-05-14,"72","Puerto Rico","0-130",27
2022-05-14,"44","Rhode Island","0-130",8
2022-05-14,"45","South Carolina","0-130",27
2022-05-14,"46","South Dakota","0-130",19
2022-05-14,"47","Tennessee","0-130",30
2022-05-14,"48","Texas","0-130",142
2022-05-14,"US","US","0-130",3112
2022-05-14,"49","Utah","0-130",10
2022-05-14,"50","Vermont","0-130",3
2022-05-14,"78","Virgin Islands","0-130",0
2022-05-14,"51","Virginia","0-130",41
2022-05-14,"53","Washington","0-130",57
2022-05-14,"54","West Virginia","0-130",16
2022-05-14,"55","Wisconsin","0-130",36
2022-05-14,"56","Wyoming","0-130",4
2022-05-21,"01","Alabama","0-130",15
2022-05-21,"02","Alaska","0-130",18
2022-05-21,"60","American Samoa","0-130",0
2022-05-21,"04","Arizona","0-130",225
2022-05-21,"05","Arkansas","0-130",15
2022-05-21,"06","California","0-130",355
2022-05-21,"08","Colorado","0-130",120
2022-05-21,"09","Connecticut","0-130",75
2022-05-21,"11","District of Columbia","0-130",4
2022-05-21,"12","Florida","0-130",371
2022-05-21,"13","Georgia","0-130",55
2022-05-21,"66","Guam","0-130",1
2022-05-21,"15","Hawaii","0-130",11
2022-05-21,"16","Idaho","0-130",12
2022-05-21,"17","Illinois","0-130",98
2022-05-21,"18","Indiana","0-130",45
2022-05-21,"19","Iowa","0-130",10
2022-05-21,"20","Kansas","0-130",7
2022-05-21,"21","Kentucky","0-130",41
2022-05-21,"22","Louisiana","0-130",36
2022-05-21,"23","Maine","0-130",36
2022-05-21,"24","Maryland","0-130",45
2022-05-21,"25","Massachusetts","0-130",147
2022-05-21,"26","Michigan","0-130",140
2022-05-21,"27","Minnesota","0-130",13
2022-05-21,"28","Mississippi","0-130",31
2022-05-21,"29","Missouri","0-130",33
2022-05-21,"30","Montana","0-130",11
2022-05-21,"31","Nebraska","0-130",7
2022-05-21,"32","Nevada","0-130",99
2022-05-21,"33","New Hampshire","0-130",13
2022-05-21,"34","New Jersey","0-130",87
2022-05-21,"35","New Mexico","0-130",61
2022-05-21,"36","New York","0-130",182
2022-05-21,"37","North Carolina","0-130",45
2022-05-21,"38","North Dakota","0-130",1
2022-05-21,"69","Northern Mariana Islands","0-130",NA
2022-05-21,"39","Ohio","0-130",66
